Faktura-ID,Leverandør-ID,Fakturabeløp (NOK),Fakturadato,Forfallsdato,Faktisk betalingsdato,Betalingsstatus,Dager forsinket,Betalingsbetingelser,INCOTERMS,Kontrakttype,Leverandørkategori,Gj.snitt dager forsinket (leverandør),Antall fakturaer (leverandør),Risikokategori leverandør
FAK-0343,LEV-035,303900,2024-01-01,2024-03-31,2024-03-27,Betalt,0,Netto 90,DAP,Minikonkurranse,Konsulenttjenester,22.9,11,Høy
FAK-0344,LEV-033,166100,2024-01-01,2024-01-11,2024-01-05,Betalt,0,Netto 10,CFR,Rammeavtale,Konsulenttjenester,12.4,12,Høy
FAK-0345,LEV-008,28700,2024-01-01,2024-01-31,2024-01-27,Betalt,0,Netto 30,CIP,Rammeavtale,Renhold,13.8,12,Høy
FAK-0346,LEV-003,459700,2024-01-02,2024-04-01,2024-03-26,Betalt,0,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0347,LEV-024,19900,2024-01-04,2024-01-14,2024-02-24,Forsinket,41,Netto 10,CIF,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0348,LEV-019,648500,2024-01-05,2024-01-19,2024-01-16,Betalt,0,Netto 14,FAS,Minikonkurranse,IT,13.9,32,Høy
FAK-0349,LEV-016,683300,2024-01-07,2024-03-07,2024-04-07,Forsinket,31,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0350,LEV-036,312100,2024-01-10,2024-02-09,2024-02-02,Betalt,0,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0351,LEV-018,44200,2024-01-11,2024-01-25,2024-03-21,Forsinket,56,Netto 14,CFR,Rammeavtale,Renhold,14.1,15,Høy
FAK-0352,LEV-038,82100,2024-01-13,2024-04-12,2024-05-31,Forsinket,49,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0353,LEV-012,591900,2024-01-15,2024-04-14,2024-05-02,Forsinket,18,Netto 90,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0354,LEV-038,33600,2024-01-17,2024-04-16,2024-04-24,Forsinket,8,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0355,LEV-038,197800,2024-01-18,2024-04-17,2024-04-15,Betalt,0,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0356,LEV-010,5900,2024-01-18,2024-01-28,2024-03-21,Forsinket,53,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0357,LEV-026,249000,2024-01-18,2024-02-17,2024-02-11,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0358,LEV-016,1298800,2024-01-21,2024-03-21,2024-03-11,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0359,LEV-032,965900,2024-01-21,2024-02-04,2024-01-26,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0360,LEV-022,80000,2024-01-24,2024-02-07,2024-03-19,Forsinket,41,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0361,LEV-038,77600,2024-01-26,2024-04-25,2024-04-17,Betalt,0,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0362,LEV-009,113100,2024-01-26,2024-03-11,2024-03-01,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0363,LEV-001,33400,2024-01-28,2024-04-27,2024-06-01,Forsinket,35,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0364,LEV-038,274900,2024-01-29,2024-04-28,2024-04-22,Betalt,0,Netto 90,FOB,Rammeavtale,Energi,16.6,44,Høy
FAK-0365,LEV-009,91500,2024-01-31,2024-03-16,2024-03-07,Betalt,0,Netto 45,FOB,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0366,LEV-004,584700,2024-02-02,2024-05-02,2024-06-24,Forsinket,53,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0367,LEV-031,341400,2024-02-05,2024-04-05,2024-04-02,Betalt,0,Netto 60,EXW,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0368,LEV-004,690500,2024-02-06,2024-05-06,2024-06-01,Forsinket,26,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0369,LEV-017,733900,2024-02-06,2024-02-20,2024-02-16,Betalt,0,Netto 14,EXW,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0370,LEV-029,189200,2024-02-07,2024-02-21,2024-02-19,Betalt,0,Netto 14,CIP,Rammeavtale,Bygg,3.5,8,Medium
FAK-0371,LEV-015,1387900,2024-02-09,2024-03-10,2024-03-03,Betalt,0,Netto 30,FAS,Rammeavtale,Bygg,1.3,35,Lav
FAK-0372,LEV-023,110400,2024-02-10,2024-04-10,2024-05-22,Forsinket,42,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0373,LEV-017,363300,2024-02-11,2024-04-11,2024-04-25,Forsinket,14,Netto 60,EXW,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0374,LEV-026,285600,2024-02-12,2024-03-13,2024-03-10,Betalt,0,Netto 30,CIP,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0375,LEV-019,245500,2024-02-12,2024-02-26,2024-02-28,Forsinket,2,Netto 14,CPT,Minikonkurranse,IT,13.9,32,Høy
FAK-0376,LEV-034,566500,2024-02-13,2024-02-27,2024-02-20,Betalt,0,Netto 14,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0377,LEV-001,75000,2024-02-13,2024-05-13,2024-07-01,Forsinket,49,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0378,LEV-029,387200,2024-02-13,2024-02-27,2024-02-24,Betalt,0,Netto 14,EXW,Rammeavtale,Bygg,3.5,8,Medium
FAK-0379,LEV-005,470100,2024-02-14,2024-03-15,2024-03-06,Betalt,0,Netto 30,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0380,LEV-040,124100,2024-02-18,2024-03-19,2024-03-10,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0381,LEV-010,18100,2024-02-18,2024-02-28,2024-02-19,Betalt,0,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0382,LEV-007,669000,2024-02-18,2024-03-19,2024-03-19,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0383,LEV-015,177600,2024-02-18,2024-02-28,2024-02-23,Betalt,0,Netto 10,FAS,Rammeavtale,Bygg,1.3,35,Lav
FAK-0384,LEV-030,365800,2024-02-21,2024-03-02,2024-03-02,Betalt,0,Netto 10,CPT,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0385,LEV-004,798200,2024-02-21,2024-05-21,2024-05-18,Betalt,0,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0386,LEV-026,359500,2024-02-22,2024-03-23,2024-03-14,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0387,LEV-009,21500,2024-02-25,2024-04-10,2024-04-03,Betalt,0,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0388,LEV-017,210600,2024-02-25,2024-03-10,2024-03-17,Forsinket,7,Netto 14,CFR,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0389,LEV-028,79600,2024-02-28,2024-03-13,2024-03-12,Betalt,0,Netto 14,EXW,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0390,LEV-020,73700,2024-02-28,2024-05-28,2024-05-22,Betalt,0,Netto 90,DPU,Åpen anbudskonkurranse,Energi,4.0,13,Medium
FAK-0391,LEV-014,502300,2024-02-28,2024-04-28,2024-04-21,Betalt,0,Netto 60,FOB,Rammeavtale,IT,4.4,29,Medium
FAK-0392,LEV-006,107600,2024-03-09,2024-03-19,2024-03-11,Betalt,0,Netto 10,CIF,Minikonkurranse,Energi,12.3,28,Høy
FAK-0393,LEV-001,32400,2024-03-09,2024-06-07,2024-06-06,Betalt,0,Netto 90,CIF,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0394,LEV-034,933700,2024-03-10,2024-03-24,2024-03-18,Betalt,0,Netto 14,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0395,LEV-001,34100,2024-03-15,2024-06-13,2024-06-07,Betalt,0,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0396,LEV-034,283700,2024-03-17,2024-03-31,2024-03-25,Betalt,0,Netto 14,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0397,LEV-014,367300,2024-03-18,2024-05-02,2024-04-22,Betalt,0,Netto 45,DAP,Rammeavtale,IT,4.4,29,Medium
FAK-0398,LEV-036,182000,2024-03-18,2024-05-17,2024-05-09,Betalt,0,Netto 60,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0399,LEV-010,3800,2024-03-19,2024-03-29,2024-04-09,Forsinket,11,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0400,LEV-021,1293400,2024-03-21,2024-04-20,2024-05-02,Forsinket,12,Netto 30,CFR,Enkeltkontrakt,Bygg,2.4,5,Medium
FAK-0401,LEV-026,476400,2024-03-22,2024-04-21,2024-04-21,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0402,LEV-015,820500,2024-03-26,2024-04-25,2024-04-25,Betalt,0,Netto 30,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0403,LEV-029,978800,2024-03-27,2024-06-25,2024-06-22,Betalt,0,Netto 90,CIP,Rammeavtale,Bygg,3.5,8,Medium
FAK-0404,LEV-004,673900,2024-03-27,2024-06-25,2024-06-25,Betalt,0,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0405,LEV-034,887500,2024-03-27,2024-04-06,2024-03-28,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0406,LEV-040,146600,2024-03-28,2024-04-27,2024-04-25,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0407,LEV-035,373900,2024-03-29,2024-06-27,2024-08-25,Forsinket,59,Netto 90,CPT,Minikonkurranse,Konsulenttjenester,22.9,11,Høy
FAK-0408,LEV-034,812000,2024-03-29,2024-04-12,2024-04-12,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0409,LEV-034,549500,2024-03-29,2024-04-08,2024-04-05,Betalt,0,Netto 10,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0410,LEV-001,37300,2024-03-29,2024-06-27,2024-07-06,Forsinket,9,Netto 90,CIF,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0411,LEV-004,114700,2024-03-31,2024-06-29,2024-07-23,Forsinket,24,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0412,LEV-028,41100,2024-03-31,2024-04-14,2024-04-08,Betalt,0,Netto 14,EXW,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0413,LEV-015,367100,2024-04-01,2024-04-11,2024-05-11,Forsinket,30,Netto 10,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0414,LEV-020,239900,2024-04-04,2024-07-03,2024-06-28,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,Energi,4.0,13,Medium
FAK-0415,LEV-007,445600,2024-04-04,2024-05-04,2024-06-15,Forsinket,42,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0416,LEV-010,10800,2024-04-05,2024-04-15,2024-05-30,Forsinket,45,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0417,LEV-011,21000,2024-04-05,2024-05-20,2024-06-26,Forsinket,37,Netto 45,CIF,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0418,LEV-025,95100,2024-04-06,2024-04-16,2024-04-07,Betalt,0,Netto 10,FCA,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-0419,LEV-034,1029200,2024-04-06,2024-04-20,2024-04-13,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0420,LEV-038,93800,2024-04-07,2024-07-06,2024-07-02,Betalt,0,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0421,LEV-017,305000,2024-04-07,2024-06-06,2024-06-12,Forsinket,6,Netto 60,DPU,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0422,LEV-026,515500,2024-04-07,2024-05-07,2024-06-04,Forsinket,28,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0423,LEV-040,115400,2024-04-07,2024-05-07,2024-05-01,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
FAK-0424,LEV-006,156300,2024-04-09,2024-06-08,2024-07-28,Forsinket,50,Netto 60,CFR,Minikonkurranse,Energi,12.3,28,Høy
FAK-0425,LEV-034,306000,2024-04-11,2024-04-21,2024-05-20,Forsinket,29,Netto 10,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0426,LEV-036,150900,2024-04-12,2024-05-12,2024-05-13,Forsinket,1,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0427,LEV-032,140100,2024-04-12,2024-04-26,2024-04-16,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0428,LEV-003,410300,2024-04-12,2024-07-11,2024-07-05,Betalt,0,Netto 90,DDP,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0429,LEV-026,499800,2024-04-14,2024-05-14,2024-05-13,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0430,LEV-014,281100,2024-04-15,2024-05-30,2024-07-03,Forsinket,34,Netto 45,FOB,Rammeavtale,IT,4.4,29,Medium
FAK-0431,LEV-038,109100,2024-04-15,2024-07-14,2024-08-15,Forsinket,32,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0432,LEV-030,309800,2024-04-17,2024-04-27,2024-04-23,Betalt,0,Netto 10,FCA,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0433,LEV-028,77100,2024-04-18,2024-05-02,2024-04-22,Betalt,0,Netto 14,DDP,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0434,LEV-030,523400,2024-04-19,2024-04-29,2024-06-08,Forsinket,40,Netto 10,FCA,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0435,LEV-027,58600,2024-04-21,2024-05-01,2024-04-25,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,IT,3.2,14,Medium
FAK-0436,LEV-011,37900,2024-04-23,2024-06-07,2024-05-30,Betalt,0,Netto 45,FAS,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0437,LEV-005,353300,2024-04-24,2024-05-24,2024-05-16,Betalt,0,Netto 30,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0438,LEV-025,24400,2024-04-28,2024-05-08,2024-05-01,Betalt,0,Netto 10,DPU,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-0439,LEV-010,24000,2024-04-28,2024-05-08,2024-07-03,Forsinket,56,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0440,LEV-022,116000,2024-04-29,2024-05-13,2024-06-19,Forsinket,37,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0441,LEV-016,346200,2024-04-30,2024-06-29,2024-06-28,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0442,LEV-007,325600,2024-04-30,2024-05-30,2024-06-21,Forsinket,22,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0443,LEV-011,6100,2024-05-03,2024-06-17,2024-06-14,Betalt,0,Netto 45,FAS,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0444,LEV-007,781400,2024-05-04,2024-06-03,2024-06-30,Forsinket,27,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0445,LEV-024,105400,2024-05-04,2024-05-14,2024-05-13,Betalt,0,Netto 10,CIF,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0446,LEV-004,710600,2024-05-05,2024-08-03,2024-09-08,Forsinket,36,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0447,LEV-025,25600,2024-05-06,2024-05-16,2024-05-13,Betalt,0,Netto 10,DPU,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-0448,LEV-034,1399600,2024-05-08,2024-05-22,2024-05-22,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0449,LEV-014,758100,2024-05-10,2024-07-09,2024-07-01,Betalt,0,Netto 60,EXW,Rammeavtale,IT,4.4,29,Medium
FAK-0450,LEV-031,692700,2024-05-10,2024-07-09,2024-08-27,Forsinket,49,Netto 60,EXW,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0451,LEV-022,56900,2024-05-12,2024-05-26,2024-07-10,Forsinket,45,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0452,LEV-004,222300,2024-05-14,2024-08-12,2024-08-08,Betalt,0,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0453,LEV-016,1446900,2024-05-14,2024-07-13,2024-07-04,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0454,LEV-010,28900,2024-05-17,2024-05-27,2024-06-12,Forsinket,16,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0455,LEV-007,623100,2024-05-17,2024-06-16,2024-06-18,Forsinket,2,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0456,LEV-012,428300,2024-05-18,2024-07-17,2024-07-14,Betalt,0,Netto 60,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0457,LEV-002,5000,2024-05-21,2024-07-20,2024-08-05,Forsinket,16,Netto 60,EXW,Rammeavtale,Renhold,11.1,23,Høy
FAK-0458,LEV-028,74700,2024-05-22,2024-06-05,2024-06-04,Betalt,0,Netto 14,DDP,Minikonkurranse,Vedlikehold,2.1,32,Medium
FAK-0459,LEV-004,743900,2024-05-24,2024-08-22,2024-10-03,Forsinket,42,Netto 90,DAP,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0460,LEV-034,1265900,2024-05-26,2024-06-05,2024-05-29,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0461,LEV-005,434900,2024-05-26,2024-06-05,2024-06-11,Forsinket,6,Netto 10,DAP,Rammeavtale,IT,7.4,33,Medium
FAK-0462,LEV-036,368000,2024-05-27,2024-06-26,2024-06-26,Betalt,0,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0463,LEV-009,29900,2024-05-28,2024-07-12,2024-08-23,Forsinket,42,Netto 45,DAP,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0464,LEV-007,471800,2024-05-29,2024-06-28,2024-08-08,Forsinket,41,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0465,LEV-026,347900,2024-05-31,2024-06-30,2024-06-30,Betalt,0,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0466,LEV-031,284600,2024-05-31,2024-07-30,2024-09-10,Forsinket,42,Netto 60,FCA,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0467,LEV-034,682700,2024-05-31,2024-06-10,2024-06-05,Betalt,0,Netto 10,CPT,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0468,LEV-007,696800,2024-06-01,2024-07-01,2024-06-30,Betalt,0,Netto 30,CIP,Rammeavtale,IT,14.7,25,Høy
FAK-0469,LEV-038,21900,2024-06-02,2024-08-31,2024-10-02,Forsinket,32,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0470,LEV-024,107900,2024-06-03,2024-06-13,2024-07-06,Forsinket,23,Netto 10,DPU,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0471,LEV-014,627000,2024-06-04,2024-07-19,2024-07-15,Betalt,0,Netto 45,FOB,Rammeavtale,IT,4.4,29,Medium
FAK-0472,LEV-004,190400,2024-06-05,2024-09-03,2024-09-09,Forsinket,6,Netto 90,DPU,Enkeltkontrakt,IT,14.8,38,Høy
FAK-0473,LEV-010,3000,2024-06-11,2024-06-21,2024-07-09,Forsinket,18,Netto 10,DDP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0474,LEV-017,422100,2024-06-13,2024-08-12,2024-09-26,Forsinket,45,Netto 60,CFR,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0475,LEV-025,43700,2024-06-15,2024-06-25,2024-06-16,Betalt,0,Netto 10,FCA,Enkeltkontrakt,Transport,10.3,18,Høy
FAK-0476,LEV-015,763700,2024-06-15,2024-07-15,2024-07-12,Betalt,0,Netto 30,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0477,LEV-022,62800,2024-06-17,2024-07-01,2024-06-21,Betalt,0,Netto 14,EXW,Minikonkurranse,Transport,19.1,18,Høy
FAK-0478,LEV-011,23900,2024-06-18,2024-07-02,2024-06-28,Betalt,0,Netto 14,CIF,Enkeltkontrakt,Renhold,12.2,17,Høy
FAK-0479,LEV-018,36100,2024-06-19,2024-06-29,2024-07-02,Forsinket,3,Netto 10,CFR,Rammeavtale,Renhold,14.1,15,Høy
FAK-0480,LEV-036,236000,2024-06-23,2024-07-23,2024-09-16,Forsinket,55,Netto 30,DPU,Enkeltkontrakt,Konsulenttjenester,6.1,30,Medium
FAK-0481,LEV-019,784900,2024-06-23,2024-07-07,2024-07-07,Betalt,0,Netto 14,FOB,Minikonkurranse,IT,13.9,32,Høy
FAK-0482,LEV-035,460800,2024-06-24,2024-09-22,2024-10-31,Forsinket,39,Netto 90,CPT,Minikonkurranse,Konsulenttjenester,22.9,11,Høy
FAK-0483,LEV-017,743200,2024-06-26,2024-07-10,2024-07-22,Forsinket,12,Netto 14,DPU,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0484,LEV-001,67200,2024-06-27,2024-09-25,2024-09-17,Betalt,0,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0485,LEV-039,58600,2024-06-27,2024-08-26,2024-08-16,Betalt,0,Netto 60,DPU,Enkeltkontrakt,Transport,9.4,8,Medium
FAK-0486,LEV-032,620400,2024-06-30,2024-07-14,2024-07-04,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,9.6,26,Medium
FAK-0487,LEV-009,103800,2024-06-30,2024-08-14,2024-08-13,Betalt,0,Netto 45,FOB,Enkeltkontrakt,Transport,3.0,39,Medium
FAK-0488,LEV-019,421700,2024-07-01,2024-07-15,2024-07-11,Betalt,0,Netto 14,FAS,Minikonkurranse,IT,13.9,32,Høy
FAK-0489,LEV-012,489000,2024-07-03,2024-10-01,2024-10-13,Forsinket,12,Netto 90,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0490,LEV-017,287200,2024-07-04,2024-07-18,2024-08-30,Forsinket,43,Netto 14,EXW,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0491,LEV-033,51800,2024-07-05,2024-07-15,2024-08-26,Forsinket,42,Netto 10,CFR,Rammeavtale,Konsulenttjenester,12.4,12,Høy
FAK-0492,LEV-030,366500,2024-07-05,2024-07-15,2024-07-09,Betalt,0,Netto 10,CIF,Rammeavtale,Konsulenttjenester,10.3,17,Høy
FAK-0493,LEV-026,154700,2024-07-06,2024-08-05,2024-08-18,Forsinket,13,Netto 30,FCA,Åpen anbudskonkurranse,IT,2.3,37,Medium
FAK-0494,LEV-015,131500,2024-07-06,2024-08-05,2024-07-29,Betalt,0,Netto 30,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0495,LEV-034,802500,2024-07-07,2024-07-21,2024-07-20,Betalt,0,Netto 14,DAP,Åpen anbudskonkurranse,Bygg,2.2,32,Medium
FAK-0496,LEV-012,505800,2024-07-08,2024-09-06,2024-08-30,Betalt,0,Netto 60,DDP,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0497,LEV-008,38300,2024-07-09,2024-08-08,2024-08-07,Betalt,0,Netto 30,CIP,Rammeavtale,Renhold,13.8,12,Høy
FAK-0498,LEV-023,56800,2024-07-09,2024-09-07,2024-10-11,Forsinket,34,Netto 60,CFR,Åpen anbudskonkurranse,Transport,14.2,21,Høy
FAK-0499,LEV-010,26900,2024-07-09,2024-07-19,2024-07-20,Forsinket,1,Netto 10,DAP,Rammeavtale,Forbruksmateriell,17.0,43,Høy
FAK-0500,LEV-003,742500,2024-07-09,2024-10-07,2024-10-07,Betalt,0,Netto 90,FOB,Åpen anbudskonkurranse,IT,6.3,36,Medium
FAK-0501,LEV-012,345700,2024-07-09,2024-09-07,2024-09-30,Forsinket,23,Netto 60,CFR,Minikonkurranse,Konsulenttjenester,16.8,48,Høy
FAK-0502,LEV-027,295900,2024-07-10,2024-07-20,2024-07-26,Forsinket,6,Netto 10,CPT,Åpen anbudskonkurranse,IT,3.2,14,Medium
FAK-0503,LEV-024,128700,2024-07-11,2024-07-21,2024-07-14,Betalt,0,Netto 10,DDP,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0504,LEV-001,88700,2024-07-13,2024-10-11,2024-10-10,Betalt,0,Netto 90,CIP,Enkeltkontrakt,Transport,7.4,36,Medium
FAK-0505,LEV-016,735100,2024-07-16,2024-09-14,2024-09-08,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0506,LEV-024,124000,2024-07-16,2024-07-26,2024-08-21,Forsinket,26,Netto 10,DDP,Åpen anbudskonkurranse,Vedlikehold,14.4,28,Høy
FAK-0507,LEV-013,226200,2024-07-17,2024-07-27,2024-07-30,Forsinket,3,Netto 10,CPT,Enkeltkontrakt,Konsulenttjenester,1.8,18,Lav
FAK-0508,LEV-017,230600,2024-07-18,2024-09-16,2024-10-30,Forsinket,44,Netto 60,EXW,Åpen anbudskonkurranse,IT,18.9,41,Høy
FAK-0509,LEV-015,866800,2024-07-18,2024-08-17,2024-08-15,Betalt,0,Netto 30,CPT,Rammeavtale,Bygg,1.3,35,Lav
FAK-0510,LEV-039,16400,2024-07-19,2024-09-17,2024-10-13,Forsinket,26,Netto 60,DPU,Enkeltkontrakt,Transport,9.4,8,Medium
FAK-0511,LEV-038,257700,2024-07-20,2024-10-18,2024-10-09,Betalt,0,Netto 90,DDP,Rammeavtale,Energi,16.6,44,Høy
FAK-0512,LEV-016,618500,2024-07-21,2024-09-19,2024-09-10,Betalt,0,Netto 60,CIF,Minikonkurranse,Bygg,2.5,28,Medium
FAK-0513,LEV-031,309800,2024-07-21,2024-09-19,2024-09-18,Betalt,0,Netto 60,EXW,Åpen anbudskonkurranse,IT,12.9,17,Høy
FAK-0514,LEV-040,95200,2024-07-21,2024-08-20,2024-08-18,Betalt,0,Netto 30,CIF,Enkeltkontrakt,Vedlikehold,12.6,19,Høy
